service_id,date,exception_type                                                                                                                                                                                                                                                                                                                                
2026-05-042026-06-12159041,20260510,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-12159041,20260516,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-12159041,20260517,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-12159041,20260523,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-12159041,20260524,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-12159041,20260530,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-12159041,20260531,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-12159041,20260606,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-12159041,20260607,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159091,20260224,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159091,20260225,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159091,20260226,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159091,20260227,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159091,20260302,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159091,20260303,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159091,20260304,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159091,20260305,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159091,20260306,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159091,20260309,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159091,20260310,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159091,20260311,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159091,20260312,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159091,20260313,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159091,20260316,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159091,20260317,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159091,20260318,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159091,20260319,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159091,20260320,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159091,20260323,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159091,20260324,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159091,20260325,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159091,20260326,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159091,20260327,2                                                                                                                                                                                                                                                                                                                         
2026-03-302026-04-05159091,20260330,2                                                                                                                                                                                                                                                                                                                         
2026-03-302026-04-05159091,20260331,2                                                                                                                                                                                                                                                                                                                         
2026-03-302026-04-05159091,20260401,2                                                                                                                                                                                                                                                                                                                         
2026-03-302026-04-05159091,20260402,2                                                                                                                                                                                                                                                                                                                         
2026-04-062026-04-12159091,20260407,2                                                                                                                                                                                                                                                                                                                         
2026-04-062026-04-12159091,20260408,2                                                                                                                                                                                                                                                                                                                         
2026-04-062026-04-12159091,20260409,2                                                                                                                                                                                                                                                                                                                         
2026-04-062026-04-12159091,20260410,2                                                                                                                                                                                                                                                                                                                         
2026-04-132026-04-26159091,20260413,2                                                                                                                                                                                                                                                                                                                         
2026-04-132026-04-26159091,20260414,2                                                                                                                                                                                                                                                                                                                         
2026-04-132026-04-26159091,20260415,2                                                                                                                                                                                                                                                                                                                         
2026-04-132026-04-26159091,20260416,2                                                                                                                                                                                                                                                                                                                         
2026-04-132026-04-26159091,20260417,2                                                                                                                                                                                                                                                                                                                         
2026-04-132026-04-26159091,20260420,2                                                                                                                                                                                                                                                                                                                         
2026-04-132026-04-26159091,20260421,2                                                                                                                                                                                                                                                                                                                         
2026-04-132026-04-26159091,20260422,2                                                                                                                                                                                                                                                                                                                         
2026-04-132026-04-26159091,20260423,2                                                                                                                                                                                                                                                                                                                         
2026-04-132026-04-26159091,20260424,2                                                                                                                                                                                                                                                                                                                         
2026-04-272026-05-03159091,20260427,2                                                                                                                                                                                                                                                                                                                         
2026-04-272026-05-03159091,20260428,2                                                                                                                                                                                                                                                                                                                         
2026-04-272026-05-03159091,20260429,2                                                                                                                                                                                                                                                                                                                         
2026-04-272026-05-03159091,20260430,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-13159091,20260504,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-13159091,20260505,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-13159091,20260506,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-13159091,20260507,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-13159091,20260508,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-13159091,20260511,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-13159091,20260512,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-13159091,20260513,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-13159091,20260514,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-13159091,20260515,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-13159091,20260518,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-13159091,20260519,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-13159091,20260520,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-13159091,20260521,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-13159091,20260522,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-13159091,20260525,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-13159091,20260526,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-13159091,20260527,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-13159091,20260528,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-13159091,20260529,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-13159091,20260601,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-13159091,20260602,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-13159091,20260603,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-13159091,20260604,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-13159091,20260605,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-13159091,20260608,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-13159091,20260609,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-13159091,20260610,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-13159091,20260611,2                                                                                                                                                                                                                                                                                                                         
2026-05-042026-06-13159091,20260612,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159111,20260224,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159111,20260225,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159111,20260226,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159111,20260227,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159111,20260228,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159111,20260302,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159111,20260303,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159111,20260304,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159111,20260305,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159111,20260306,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159111,20260307,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159111,20260309,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159111,20260310,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159111,20260311,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159111,20260312,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159111,20260313,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159111,20260314,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159111,20260316,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159111,20260317,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159111,20260318,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159111,20260319,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159111,20260320,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159111,20260321,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159111,20260323,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159111,20260324,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159111,20260325,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159111,20260326,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159111,20260327,2                                                                                                                                                                                                                                                                                                                         
2026-02-232026-03-29159111,20260328,2                                                                                                                                                                                                                                                                                                                         
2026-03-302026-04-05159111,20260330,2                                                                                                                                                                                                                                                                                                                         
2026-03-302026-04-05159111,20260331,2                                                                                                                                                                                                                                                                                                                         
2026-03-302026-04-05159111,20260401,2                                                                                                                                                                                                                                                                                                                         
2026-03-302026-04-05159111,20260402,2                                                                                                                                                                                                                                                                                                                         
2026-03-302026-04-05159111,20260404,2                                                                                                                                                                                                                                                                                                                         
2026-04-062026-04-12159111,20260407,2                                                                                                                                                                                                                                                                                                                         
2026-04-062026-04-12159111,20260408,2                                                                                                                                                                                                                                                                                                                         
2026-04-062026-04-12159111,20260409,2                                                                                                                                                                                                                                                                                                                         
2026-04-062026-04-12159111,20260410,2                                                                                                                                                                                                                                                                                                                         
2026-04-062026-04-12159111,20260411,2                                                                                                                                                                                                                                                                                                                         
2026-04-132026-04-26159111,20260413,2                                                                                                                                                                                                                                                                                                                         
2026-04-132026-04-26159111,20260414,2                                                                                                                                                                                                                                                                                                                         
2026-04-132026-04-26159111,20260415,2                                                                                                                                                                                                                                                                                                                         
2026-04-132026-04-26159111,20260416,2                                                                                                                                                                                                                                                                                                                         
2026-04-132026-04-26159111,20260417,2                                                                                                                                                                                                                                                                                                                         
